file,time_bin,percent_time_swimming,condition
C3_t3_2025_11_10-19_22_50.h5,187.5,29,control
C3_t3_2025_11_10-19_22_50.h5,188.5,0,control
C3_t3_2025_11_10-19_22_50.h5,189.5,0,control
C3_t4_2025_11_10-19_22_49.h5,0.5,71,control
C3_t4_2025_11_10-19_22_49.h5,1.5,0,control
C3_t4_2025_11_10-19_22_49.h5,2.5,0,control
C3_t4_2025_11_10-19_22_49.h5,3.5,69,control
C3_t4_2025_11_10-19_22_49.h5,4.5,19,control
C3_t4_2025_11_10-19_22_49.h5,5.5,0,control
C3_t4_2025_11_10-19_22_49.h5,6.5,0,control
C3_t4_2025_11_10-19_22_49.h5,7.5,0,control
C3_t4_2025_11_10-19_22_49.h5,8.5,54,control
C3_t4_2025_11_10-19_22_49.h5,9.5,88,control
C3_t4_2025_11_10-19_22_49.h5,10.5,1,control
C3_t4_2025_11_10-19_22_49.h5,11.5,0,control
C3_t4_2025_11_10-19_22_49.h5,12.5,0,control
C3_t4_2025_11_10-19_22_49.h5,13.5,0,control
C3_t4_2025_11_10-19_22_49.h5,14.5,68,control
C3_t4_2025_11_10-19_22_49.h5,15.5,14,control
C3_t4_2025_11_10-19_22_49.h5,16.5,0,control
C3_t4_2025_11_10-19_22_49.h5,17.5,0,control
